# A Finnish frequency list from Finnish printed news
# The 9996 most common lemmas of the language of Finnish printed news. The vocabulary was assembled in 2004 and the total count of the source material was 43,999,826 words.
#
# word	rank	count	percentage	PoS
välimaa	8017	583	0.00099	proper noun
antibiootti	8018	582	0.000989	noun
keventäminen	8019	582	0.000989	noun
lukematon	8020	582	0.000989	pronoun
menettäminen	8021	582	0.000989	noun
nauta	8022	582	0.000989	noun
nykytaide	8023	582	0.000989	noun
poutiainen	8024	582	0.000989	proper noun
primakovin	8025	582	0.000989	proper noun
työkyky	8026	582	0.000989	noun
allen	8027	581	0.000987	proper noun
andreas	8028	581	0.000987	proper noun
blairin	8029	581	0.000987	proper noun
forsberg	8030	581	0.000987	proper noun
hakanen	8031	581	0.000987	proper noun
maja	8032	581	0.000987	noun
malinen	8033	581	0.000987	proper noun
osittainen	8034	581	0.000987	adjective
rokottaa	8035	581	0.000987	verb
ruskea	8036	581	0.000987	adjective
siihen aikaan	8037	581	0.000987	adverb
sukka	8038	581	0.000987	noun
tappelu	8039	581	0.000987	noun
valioliiga	8040	581	0.000987	noun
vs.	8041	581	0.000987	abbreviation
vuodesta toiseen	8042	581	0.000987	adverb
yksityisyys	8043	581	0.000987	noun
elanto	8044	580	0.000985	noun
elpyä	8045	580	0.000985	verb
kartoitus	8046	580	0.000985	noun
kuumentaa	8047	580	0.000985	verb
liigajoukkue	8048	580	0.000985	noun
ministerikokous	8049	580	0.000985	noun
saattaminen	8050	580	0.000985	noun
sesonki	8051	580	0.000985	noun
solmu	8052	580	0.000985	noun
taite	8053	580	0.000985	noun
tuloverotus	8054	580	0.000985	noun
tunturi	8055	580	0.000985	noun
brian	8056	579	0.000984	proper noun
haalia	8057	579	0.000984	verb
hanko	8058	579	0.000984	proper noun
menettelytapa	8059	579	0.000984	noun
osa-aikainen	8060	579	0.000984	adjective
palaveri	8061	579	0.000984	noun
pelastua	8062	579	0.000984	verb
rahkonen	8063	579	0.000984	proper noun
sierra	8064	579	0.000984	proper noun
suojatti	8065	579	0.000984	noun
super	8066	579	0.000984	proper noun
taksa	8067	579	0.000984	noun
vaaratilanne	8068	579	0.000984	noun
viestin	8069	579	0.000984	noun
altis	8070	578	0.000982	adjective
jauho	8071	578	0.000982	proper noun
kookas	8072	578	0.000982	adjective
nissilä	8073	578	0.000982	proper noun
saamelainen	8074	578	0.000982	noun
taimen	8075	578	0.000982	noun
yrtti	8076	578	0.000982	noun
andrew	8077	577	0.00098	proper noun
ekonomisti	8078	577	0.00098	noun
graafinen	8079	577	0.00098	adjective
hämeenkadun	8080	577	0.00098	proper noun
imu	8081	577	0.00098	noun
riisi	8082	577	0.00098	noun
rio	8083	577	0.00098	proper noun
siimes	8084	577	0.00098	noun
suorittaminen	8085	577	0.00098	noun
viimeistely	8086	577	0.00098	noun
wärtsilä	8087	577	0.00098	proper noun
isku	8088	576	0.000979	proper noun
kapitalismi	8089	576	0.000979	noun
kenneth	8090	576	0.000979	proper noun
periaatteellinen	8091	576	0.000979	adjective
saastuttaa	8092	576	0.000979	verb
vakaasti	8093	576	0.000979	adverb
vaurioittaa	8094	576	0.000979	verb
VPK	8095	576	0.000979	abbreviation
vähintään yhtä	8096	576	0.000979	adverb
erillään	8097	575	0.000977	adverb
hautakivi	8098	575	0.000977	noun
hunaja	8099	575	0.000977	noun
hyväkuntoinen	8100	575	0.000977	adjective
johnny	8101	575	0.000977	proper noun
kokonaistuotanto	8102	575	0.000977	noun
pohjoiskarjalainen	8103	575	0.000977	noun
sund	8104	575	0.000977	proper noun
syyteharkinta	8105	575	0.000977	noun
vanhustenhuolto	8106	575	0.000977	noun
yöpyä	8107	575	0.000977	verb
buffalo	8108	574	0.000975	proper noun
hurmata	8109	574	0.000975	verb
isi	8110	574	0.000975	noun
kansanvalta	8111	574	0.000975	noun
kärsivällisyys	8112	574	0.000975	noun
lehtoranta	8113	574	0.000975	proper noun
liputtaa	8114	574	0.000975	verb
ruusu	8115	574	0.000975	proper noun
alkusyksy	8116	573	0.000973	noun
falun	8117	573	0.000973	proper noun
ikävuosi	8118	573	0.000973	noun
juhlaviikko	8119	573	0.000973	noun
kehaista	8120	573	0.000973	verb
kriittisesti	8121	573	0.000973	adverb
kuilu	8122	573	0.000973	noun
kyyjärvi	8123	573	0.000973	proper noun
opiskelupaikka	8124	573	0.000973	noun
porvari	8125	573	0.000973	noun
sofia	8126	573	0.000973	proper noun
talonpoika	8127	573	0.000973	proper noun
ylityö	8128	573	0.000973	noun
aikakauslehti	8129	572	0.000972	noun
banaani	8130	572	0.000972	noun
euro	8131	572	0.000972	proper noun
HEX	8132	572	0.000972	abbreviation
huumausaine	8133	572	0.000972	noun
ilmakehä	8134	572	0.000972	noun
kielteisesti	8135	572	0.000972	adverb
luonnonsuojelu	8136	572	0.000972	noun
päihittää	8137	572	0.000972	verb
umpeutua	8138	572	0.000972	verb
aikuiskoulutuskeskus	8139	571	0.00097	noun
huoltamo	8140	571	0.00097	noun
kuntosali	8141	571	0.00097	noun
loppukausi	8142	571	0.00097	noun
lähtöpaikka	8143	571	0.00097	noun
ponsi	8144	571	0.00097	noun
snellman	8145	571	0.00097	proper noun
soittaminen	8146	571	0.00097	noun
hirvi	8147	570	0.000968	proper noun
irviä	8148	570	0.000968	verb
kauppahalli	8149	570	0.000968	noun
levypallo	8150	570	0.000968	noun
mäkiviikko	8151	570	0.000968	noun
nousukausi	8152	570	0.000968	noun
pahiten	8153	570	0.000968	adverb
rikospoliisi	8154	570	0.000968	noun
terveydenhoitaja	8155	570	0.000968	noun
vapautuminen	8156	570	0.000968	noun
virsi	8157	570	0.000968	noun
voimistelu	8158	570	0.000968	noun
BMW	8159	569	0.000967	abbreviation
ikäryhmä	8160	569	0.000967	noun
kuntatalous	8161	569	0.000967	noun
määrätietoinen	8162	569	0.000967	adjective
ongelmajäte	8163	569	0.000967	noun
sopimaton	8164	569	0.000967	adjective
veronalennus	8165	569	0.000967	noun
4h	8166	569	0.000967	numeral
edelläkävijä	8167	568	0.000965	noun
entisellään	8168	568	0.000965	adverb
erämaa	8169	568	0.000965	noun
ilmastointi	8170	568	0.000965	noun
kaarre	8171	568	0.000965	noun
kuoliaaksi	8172	568	0.000965	adverb
Mr.	8173	568	0.000965	abbreviation
nyrkkeily	8174	568	0.000965	noun
parhaimmisto	8175	568	0.000965	noun
tammi	8176	568	0.000965	proper noun
virkakausi	8177	568	0.000965	noun
vuosineljännes	8178	568	0.000965	noun
huolehtiminen	8179	567	0.000963	noun
javier	8180	567	0.000963	proper noun
kristillisdemokraatti	8181	567	0.000963	noun
mustavalkoinen	8182	567	0.000963	adjective
närhi	8183	567	0.000963	proper noun
ruohonen	8184	567	0.000963	proper noun
toisin sanoen	8185	567	0.000963	conjunction
täysosuma	8186	567	0.000963	noun
bo	8187	566	0.000962	proper noun
havu	8188	566	0.000962	proper noun
kehittely	8189	566	0.000962	noun
keväinen	8190	566	0.000962	adjective
lähempänä	8191	566	0.000962	preposition
markkanen	8192	566	0.000962	proper noun
päätöserä	8193	566	0.000962	noun
reini	8194	566	0.000962	proper noun
teijo	8195	566	0.000962	proper noun
tukeutua	8196	566	0.000962	verb
öisin	8197	566	0.000962	adverb
antoisa	8198	565	0.00096	adjective
bush	8199	565	0.00096	proper noun
laiho	8200	565	0.00096	proper noun
lähimmäinen	8201	565	0.00096	noun
marie	8202	565	0.00096	proper noun
pokka	8203	565	0.00096	proper noun
rakennelma	8204	565	0.00096	noun
seurakuntayhtymä	8205	565	0.00096	noun
ennen kokematon	8206	564	0.000958	adjective
haulikko	8207	564	0.000958	noun
kajava	8208	564	0.000958	proper noun
käsikirjoittaa	8209	564	0.000958	verb
myyntivoitto	8210	564	0.000958	noun
salakuljetus	8211	564	0.000958	noun
siltanen	8212	564	0.000958	proper noun
sunnuntaisin	8213	564	0.000958	adverb
tietynlainen	8214	564	0.000958	adjective
värtsilä	8215	564	0.000958	proper noun
ahneus	8216	563	0.000956	noun
asianomistaja	8217	563	0.000956	noun
bergman	8218	563	0.000956	proper noun
epäonni	8219	563	0.000956	noun
hääriä	8220	563	0.000956	verb
isotalo	8221	563	0.000956	proper noun
mary	8222	563	0.000956	proper noun
edunvalvonta	8223	562	0.000955	noun
huvipuisto	8224	562	0.000955	noun
järvi	8225	562	0.000955	proper noun
karttaa	8226	562	0.000955	verb
keskus	8227	562	0.000955	proper noun
koulutuskeskus	8228	562	0.000955	noun
lailla	8229	562	0.000955	adverb
masku	8230	562	0.000955	proper noun
sanottaa	8231	562	0.000955	verb
vapaapäivä	8232	562	0.000955	noun
alkuaika	8233	561	0.000953	noun
eläinaktivisti	8234	561	0.000953	noun
emoyhtiö	8235	561	0.000953	noun
jäljittää	8236	561	0.000953	verb
kanta-häme	8237	561	0.000953	proper noun
luistin	8238	561	0.000953	noun
mystinen	8239	561	0.000953	adjective
nelisenkymmentä	8240	561	0.000953	numeral
paalupaikka	8241	561	0.000953	noun
sekoitus	8242	561	0.000953	noun
uskaltautua	8243	561	0.000953	verb
viulisti	8244	561	0.000953	noun
vuoto	8245	561	0.000953	noun
väliaikaisesti	8246	561	0.000953	adverb
alkulohko	8247	560	0.000951	noun
elämäkerta	8248	560	0.000951	noun
hillitty	8249	560	0.000951	adjective
jatke	8250	560	0.000951	noun
johtopaikka	8251	560	0.000951	noun
kehkeytyä	8252	560	0.000951	verb
malmö	8253	560	0.000951	proper noun
peräänkuuluttaa	8254	560	0.000951	verb
pyöräillä	8255	560	0.000951	verb
senaattori	8256	560	0.000951	noun
sivuinen	8257	560	0.000951	adjective
tellervo	8258	560	0.000951	proper noun
verho	8259	560	0.000951	noun
vyö	8260	560	0.000951	noun
juhana	8261	559	0.00095	proper noun
jussilainen	8262	559	0.00095	proper noun
kiintoisa	8263	559	0.00095	adjective
liittokierros	8264	559	0.00095	noun
lumivyöry	8265	559	0.00095	noun
oppitunti	8266	559	0.00095	noun
persianlahti	8267	559	0.00095	proper noun
saatella	8268	559	0.00095	verb
sulo	8269	559	0.00095	proper noun
viking	8270	559	0.00095	proper noun
citymarket	8271	558	0.000948	proper noun
kapakka	8272	558	0.000948	noun
kieliä	8273	558	0.000948	verb
lähestymiskielto	8274	558	0.000948	noun
maailmankuva	8275	558	0.000948	noun
mieleinen	8276	558	0.000948	adjective
nuotti	8277	558	0.000948	noun
nyttemmin	8278	558	0.000948	adverb
oleskella	8279	558	0.000948	verb
pahentaa	8280	558	0.000948	verb
riittämätön	8281	558	0.000948	adjective
selvyys	8282	558	0.000948	noun
valistaa	8283	558	0.000948	verb
den	8284	557	0.000946	abbreviation
ehkäiseminen	8285	557	0.000946	noun
huijata	8286	557	0.000946	verb
hyötykäyttö	8287	557	0.000946	noun
ko	8288	557	0.000946	adverb
niin myös	8289	557	0.000946	conjunction
nurmela	8290	557	0.000946	proper noun
parlamentaarinen	8291	557	0.000946	adjective
pidellä	8292	557	0.000946	verb
pirinen	8293	557	0.000946	proper noun
postimerkki	8294	557	0.000946	noun
puutavara	8295	557	0.000946	noun
tietojärjestelmä	8296	557	0.000946	noun
varmuuden vuoksi	8297	557	0.000946	adverb
varustamo	8298	557	0.000946	noun
epäluulo	8299	556	0.000945	noun
johtoasema	8300	556	0.000945	noun
lisäaika	8301	556	0.000945	noun
lämmitys	8302	556	0.000945	noun
otto	8303	556	0.000945	noun
rinnastaa	8304	556	0.000945	verb
tietenkään	8305	556	0.000945	adverb
varjella	8306	556	0.000945	verb
värittää	8307	556	0.000945	verb
kelvollinen	8308	555	0.000943	adjective
kohdalle	8309	555	0.000943	preposition
muistio	8310	555	0.000943	noun
mönkkönen	8311	555	0.000943	proper noun
YIT	8312	555	0.000943	abbreviation
ilmailulaitos	8313	554	0.000941	noun
junttila	8314	554	0.000941	proper noun
kiljunen	8315	554	0.000941	proper noun
koditon	8316	554	0.000941	adjective
lammi	8317	554	0.000941	proper noun
rauhansuunnitelma	8318	554	0.000941	noun
tapahtumapaikka	8319	554	0.000941	noun
tshekkoslovakia	8320	554	0.000941	proper noun
urheilullinen	8321	554	0.000941	adjective
hallitsija	8322	553	0.000939	noun
hietalahti	8323	553	0.000939	proper noun
hokkanen	8324	553	0.000939	proper noun
itsestään selvä	8325	553	0.000939	adjective
kolmesti	8326	553	0.000939	adverb
kurssilainen	8327	553	0.000939	noun
laukata	8328	553	0.000939	verb
luotettavuus	8329	553	0.000939	noun
marcus	8330	553	0.000939	proper noun
pelastaminen	8331	553	0.000939	noun
turvavyö	8332	553	0.000939	noun
valtaisa	8333	553	0.000939	adjective
yrityskauppa	8334	553	0.000939	noun
heinänen	8335	552	0.000938	proper noun
jymy	8336	552	0.000938	proper noun
nautinto	8337	552	0.000938	noun
rosberg	8338	552	0.000938	proper noun
silvennoinen	8339	552	0.000938	proper noun
öljy-yhtiö	8340	552	0.000938	noun
bjarne	8341	551	0.000936	proper noun
kansanmurha	8342	551	0.000936	noun
namibia	8343	551	0.000936	proper noun
nöyrä	8344	551	0.000936	adjective
opetussuunnitelma	8345	551	0.000936	noun
pelipaikka	8346	551	0.000936	noun
salaperäinen	8347	551	0.000936	adjective
tarkkailu	8348	551	0.000936	noun
valtaus	8349	551	0.000936	noun
ylikuumeneminen	8350	551	0.000936	noun
ennätysmäärä	8351	550	0.000934	noun
hanki	8352	550	0.000934	noun
hassu	8353	550	0.000934	adjective
kiinnittyä	8354	550	0.000934	verb
kouluikäinen	8355	550	0.000934	adjective
laila	8356	550	0.000934	proper noun
maallikko	8357	550	0.000934	noun
pennanen	8358	550	0.000934	proper noun
sitkeästi	8359	550	0.000934	adverb
taloustilanne	8360	550	0.000934	noun
työsopimus	8361	550	0.000934	noun
viive	8362	550	0.000934	noun
ahven	8363	549	0.000933	noun
ilmatila	8364	549	0.000933	noun
jaatinen	8365	549	0.000933	proper noun
katko	8366	549	0.000933	noun
keskipiste	8367	549	0.000933	noun
kärjistää	8368	549	0.000933	verb
leirintäalue	8369	549	0.000933	noun
liittäminen	8370	549	0.000933	noun
lähiympäristö	8371	549	0.000933	noun
martta	8372	549	0.000933	proper noun
nelson	8373	549	0.000933	proper noun
oliver	8374	549	0.000933	proper noun
savuke	8375	549	0.000933	noun
tee	8376	549	0.000933	noun
tykki	8377	549	0.000933	noun
amnesty	8378	548	0.000931	proper noun
gaza	8379	548	0.000931	proper noun
green	8380	548	0.000931	proper noun
herra	8381	548	0.000931	proper noun
jatkopaikka	8382	548	0.000931	noun
järjestyssääntö	8383	548	0.000931	noun
linkki	8384	548	0.000931	noun
monin paikoin	8385	548	0.000931	adverb
monipuolisuus	8386	548	0.000931	noun
mummu	8387	548	0.000931	noun
palestiina	8388	548	0.000931	proper noun
pulliainen	8389	548	0.000931	proper noun
pysäkki	8390	548	0.000931	noun
rukous	8391	548	0.000931	noun
tiuha	8392	548	0.000931	adjective
torino	8393	548	0.000931	proper noun
valtaoikeus	8394	548	0.000931	noun
vänskä	8395	548	0.000931	proper noun
hiljentää	8396	547	0.000929	verb
juhlapäivä	8397	547	0.000929	noun
juominen	8398	547	0.000929	noun
kartuttaa	8399	547	0.000929	verb
kilpi	8400	547	0.000929	proper noun
kiova	8401	547	0.000929	proper noun
koukku	8402	547	0.000929	noun
kätevä	8403	547	0.000929	adjective
maire	8404	547	0.000929	proper noun
pahoinpidellä	8405	547	0.000929	verb
puranen	8406	547	0.000929	proper noun
päänsärky	8407	547	0.000929	noun
ratkaiseva	8408	547	0.000929	adjective
rauni	8409	547	0.000929	proper noun
rovanperä	8410	547	0.000929	proper noun
suunnaton	8411	547	0.000929	adjective
temmata	8412	547	0.000929	verb
terveysala	8413	547	0.000929	noun
tynnyri	8414	547	0.000929	noun
työharjoittelu	8415	547	0.000929	noun
franz	8416	546	0.000928	proper noun
hakola	8417	546	0.000928	proper noun
huolia	8418	546	0.000928	verb
kuljettaminen	8419	546	0.000928	noun
mouhijärvi	8420	546	0.000928	proper noun
rangers	8421	546	0.000928	proper noun
tikka	8422	546	0.000928	proper noun
upeasti	8423	546	0.000928	adverb
vartti	8424	546	0.000928	noun
vetonaula	8425	546	0.000928	noun
wall	8426	546	0.000928	proper noun
ari-matti	8427	545	0.000926	proper noun
arkielämä	8428	545	0.000926	noun
DDR	8429	545	0.000926	abbreviation
englantilainen	8430	545	0.000926	noun
hyvä	8431	545	0.000926	proper noun
itar	8432	545	0.000926	proper noun
kampanjoida	8433	545	0.000926	verb
lappu	8434	545	0.000926	noun
marjaana	8435	545	0.000926	proper noun
mitätön	8436	545	0.000926	adjective
motivoida	8437	545	0.000926	verb
paremmuus	8438	545	0.000926	noun
renault	8439	545	0.000926	proper noun
työpanos	8440	545	0.000926	noun
vierellä	8441	545	0.000926	preposition
viro	8442	545	0.000926	noun
ylikonstaapeli	8443	545	0.000926	noun
kasvuvauhti	8444	544	0.000924	noun
kuormitus	8445	544	0.000924	noun
kyteä	8446	544	0.000924	verb
pieni	8447	544	0.000924	proper noun
päivälehti	8448	544	0.000924	noun
pääjuhla	8449	544	0.000924	noun
radioasema	8450	544	0.000924	noun
uljas	8451	544	0.000924	adjective
valkosipuli	8452	544	0.000924	noun
ekonomi	8453	543	0.000922	noun
illallinen	8454	543	0.000922	noun
isänmaallinen	8455	543	0.000922	adjective
jottei	8456	543	0.000922	verb
kinnula	8457	543	0.000922	proper noun
koostumus	8458	543	0.000922	noun
kuvittaa	8459	543	0.000922	verb
ky	8460	543	0.000922	abbreviation
muhia	8461	543	0.000922	verb
rata	8462	543	0.000922	proper noun
tämänkaltainen	8463	543	0.000922	adjective
uudisrakennus	8464	543	0.000922	noun
dählie	8465	542	0.000921	proper noun
kemikaali	8466	542	0.000921	noun
laulaminen	8467	542	0.000921	noun
raatikainen	8468	542	0.000921	proper noun
sairaanhoito	8469	542	0.000921	noun
salibandy	8470	542	0.000921	noun
toivakka	8471	542	0.000921	proper noun
tuuli	8472	542	0.000921	proper noun
välimäki	8473	542	0.000921	proper noun
ammus	8474	541	0.000919	noun
häkki	8475	541	0.000919	noun
joutaa	8476	541	0.000919	verb
laueta	8477	541	0.000919	verb
lauma	8478	541	0.000919	noun
neuvottelukierros	8479	541	0.000919	noun
oskar	8480	541	0.000919	proper noun
suojeleminen	8481	541	0.000919	noun
uutinen	8482	541	0.000919	proper noun
vasemmistopuolue	8483	541	0.000919	noun
viitasalo	8484	541	0.000919	proper noun
espoolainen	8485	540	0.000917	adjective
isännöitsijä	8486	540	0.000917	noun
karsiutua	8487	540	0.000917	verb
kasvaminen	8488	540	0.000917	noun
kurjuus	8489	540	0.000917	noun
niklas	8490	540	0.000917	proper noun
pelimies	8491	540	0.000917	noun
pumpata	8492	540	0.000917	verb
puuhamies	8493	540	0.000917	noun
stephen	8494	540	0.000917	proper noun
valkonen	8495	540	0.000917	proper noun
viitta	8496	540	0.000917	noun
alkoholijuoma	8497	539	0.000916	noun
ennemmin	8498	539	0.000916	adverb
epäröidä	8499	539	0.000916	verb
kempas	8500	539	0.000916	proper noun
puhti	8501	539	0.000916	noun
rasti	8502	539	0.000916	proper noun
tarpeen mukaan	8503	539	0.000916	adverb
elokuvajuhla	8504	538	0.000914	noun
etätyö	8505	538	0.000914	noun
hyvitys	8506	538	0.000914	noun
jälleenrakennus	8507	538	0.000914	noun
kuitti	8508	538	0.000914	noun
laskettaa	8509	538	0.000914	verb
mitoittaa	8510	538	0.000914	verb
pyry	8511	538	0.000914	proper noun
avara	8512	537	0.000912	adjective
epätavallinen	8513	537	0.000912	adjective
journalismi	8514	537	0.000912	noun
levytys	8515	537	0.000912	noun
lukkari	8516	537	0.000912	noun
maalari	8517	537	0.000912	noun
ME	8518	537	0.000912	abbreviation
miekka	8519	537	0.000912	noun
muodikas	8520	537	0.000912	adjective
pop	8521	537	0.000912	noun
toipuminen	8522	537	0.000912	noun
vierastaa	8523	537	0.000912	verb
volyymi	8524	537	0.000912	noun
kastella	8525	536	0.000911	verb
maukas	8526	536	0.000911	adjective
moottorikelkka	8527	536	0.000911	noun
murmansk	8528	536	0.000911	proper noun
paavali	8529	536	0.000911	proper noun
paikallisesti	8530	536	0.000911	adverb
PC	8531	536	0.000911	abbreviation
peura	8532	536	0.000911	noun
puolustuspeli	8533	536	0.000911	noun
pääkirjasto	8534	536	0.000911	noun
raine	8535	536	0.000911	proper noun
sininen	8536	536	0.000911	noun
sudan	8537	536	0.000911	proper noun
totinen	8538	536	0.000911	adjective
ylikansallinen	8539	536	0.000911	adjective
esikoinen	8540	535	0.000909	noun
karalahti	8541	535	0.000909	proper noun
kunnianosoitus	8542	535	0.000909	noun
luokanopettaja	8543	535	0.000909	noun
pikkutyttö	8544	535	0.000909	noun
pristinassa	8545	535	0.000909	proper noun
sianliha	8546	535	0.000909	noun
tasapainottaa	8547	535	0.000909	verb
erkkilä	8548	534	0.000907	proper noun
home	8549	534	0.000907	noun
huoltaja	8550	534	0.000907	noun
jäljellä oleva	8551	534	0.000907	adjective
mestaruuskilpailu	8552	534	0.000907	noun
rasila	8553	534	0.000907	proper noun
tuotemerkki	8554	534	0.000907	noun
basisti	8555	533	0.000906	noun
delhi	8556	533	0.000906	proper noun
myötätuuli	8557	533	0.000906	noun
plus	8558	533	0.000906	adverb
produktio	8559	533	0.000906	noun
tarkoituksenmukainen	8560	533	0.000906	adjective
tavoittelu	8561	533	0.000906	noun
yhteisyritys	8562	533	0.000906	noun
ennustus	8563	532	0.000904	noun
haapamäki	8564	532	0.000904	proper noun
hajauttaa	8565	532	0.000904	verb
jutila	8566	532	0.000904	proper noun
kautta aikojen	8567	532	0.000904	adverb
kiiminki	8568	532	0.000904	proper noun
käärme	8569	532	0.000904	noun
lajike	8570	532	0.000904	noun
melodia	8571	532	0.000904	noun
nikkilä	8572	532	0.000904	proper noun
paperiliitto	8573	532	0.000904	proper noun
piru	8574	532	0.000904	noun
purkki	8575	532	0.000904	noun
rahastaa	8576	532	0.000904	verb
siika	8577	532	0.000904	noun
vuode	8578	532	0.000904	noun
väli-suomi	8579	532	0.000904	proper noun
yhteydenpito	8580	532	0.000904	noun
frangi	8581	531	0.000902	noun
jälleenrakentaminen	8582	531	0.000902	noun
kesätyö	8583	531	0.000902	noun
kevennys	8584	531	0.000902	noun
kiehua	8585	531	0.000902	verb
kiekko	8586	531	0.000902	proper noun
kisapaikka	8587	531	0.000902	noun
myötäillä	8588	531	0.000902	verb
sitaatti	8589	531	0.000902	noun
valtionsyyttäjä	8590	531	0.000902	noun
verohelpotus	8591	531	0.000902	noun
yleisömäärä	8592	531	0.000902	noun
akuutti	8593	530	0.0009	adjective
de	8594	530	0.0009	proper noun
elämä	8595	530	0.0009	proper noun
hynninen	8596	530	0.0009	proper noun
häviö	8597	530	0.0009	noun
lukuinen	8598	530	0.0009	adjective
ontua	8599	530	0.0009	verb
pihamaa	8600	530	0.0009	noun
seitsemänneksi	8601	530	0.0009	adverb
tuovinen	8602	530	0.0009	proper noun
vanhanen	8603	530	0.0009	proper noun
asuntotuotanto	8604	529	0.000899	noun
ibrahim	8605	529	0.000899	proper noun
keskushallinto	8606	529	0.000899	noun
sauva	8607	529	0.000899	noun
tulitus	8608	529	0.000899	noun
työväentalo	8609	529	0.000899	noun
ukkola	8610	529	0.000899	proper noun
akateemikko	8611	528	0.000897	noun
hyytiäinen	8612	528	0.000897	proper noun
kakkonen	8613	528	0.000897	proper noun
lataus	8614	528	0.000897	noun
maistella	8615	528	0.000897	verb
murhaaja	8616	528	0.000897	noun
OK	8617	528	0.000897	abbreviation
protestoida	8618	528	0.000897	verb
roiha	8619	528	0.000897	proper noun
samantyyppinen	8620	528	0.000897	adjective
seistä	8621	528	0.000897	verb
tasoinen	8622	528	0.000897	adjective
valtiopäivä	8623	528	0.000897	noun
ann	8624	527	0.000895	proper noun
eritellä	8625	527	0.000895	verb
everstiluutnantti	8626	527	0.000895	noun
finalisti	8627	527	0.000895	noun
greenpeace	8628	527	0.000895	proper noun
hulluus	8629	527	0.000895	noun
isovanhempi	8630	527	0.000895	noun
kehdata	8631	527	0.000895	verb
kemijärvi	8632	527	0.000895	proper noun
piikkiö	8633	527	0.000895	proper noun
rusi	8634	527	0.000895	proper noun
saapas	8635	527	0.000895	noun
seos	8636	527	0.000895	noun
siirtymäaika	8637	527	0.000895	noun
tutkailla	8638	527	0.000895	verb
typerä	8639	527	0.000895	adjective
yhteiskuntatiede	8640	527	0.000895	noun
arkku	8641	526	0.000894	noun
armi	8642	526	0.000894	proper noun
astella	8643	526	0.000894	verb
astma	8644	526	0.000894	noun
asuntoalue	8645	526	0.000894	noun
maistaa	8646	526	0.000894	verb
marketti	8647	526	0.000894	noun
pehkonen	8648	526	0.000894	proper noun
pohjoinen	8649	526	0.000894	proper noun
viidakko	8650	526	0.000894	noun
allan	8651	525	0.000892	proper noun
antila	8652	525	0.000892	proper noun
estradi	8653	525	0.000892	noun
johtajuus	8654	525	0.000892	noun
luomus	8655	525	0.000892	noun
palkkalista	8656	525	0.000892	noun
pelotella	8657	525	0.000892	verb
puukottaa	8658	525	0.000892	verb
päiväraha	8659	525	0.000892	noun
shell	8660	525	0.000892	proper noun
tahko	8661	525	0.000892	proper noun
tenori	8662	525	0.000892	noun
tutkimusryhmä	8663	525	0.000892	noun
verotoimisto	8664	525	0.000892	noun
viisivuotias	8665	525	0.000892	adjective
wto	8666	525	0.000892	proper noun
asianosainen	8667	524	0.00089	noun
helge	8668	524	0.00089	proper noun
häikäistä	8669	524	0.00089	verb
keitto	8670	524	0.00089	noun
leijua	8671	524	0.00089	verb
murtuma	8672	524	0.00089	noun
päärooli	8673	524	0.00089	noun
reetta	8674	524	0.00089	proper noun
terveydentila	8675	524	0.00089	noun
työikäinen	8676	524	0.00089	adjective
wales	8677	524	0.00089	proper noun
ympäriajo	8678	524	0.00089	noun
ajoitus	8679	523	0.000889	noun
huipputaso	8680	523	0.000889	noun
maahanmuutto	8681	523	0.000889	noun
millimetri	8682	523	0.000889	noun
nauvo	8683	523	0.000889	proper noun
nöyryyttää	8684	523	0.000889	verb
osuuspankkiryhmä	8685	523	0.000889	noun
paljastus	8686	523	0.000889	noun
sijoitusrahasto	8687	523	0.000889	noun
säiliö	8688	523	0.000889	noun
valtakunnansovittelija	8689	523	0.000889	noun
vastustaminen	8690	523	0.000889	noun
verenpaine	8691	523	0.000889	noun
viimeiseksi	8692	523	0.000889	adverb
asteittain	8693	522	0.000887	adverb
aukiolo	8694	522	0.000887	noun
biologia	8695	522	0.000887	noun
kaksonen	8696	522	0.000887	noun
kamala	8697	522	0.000887	adjective
kiviniemi	8698	522	0.000887	proper noun
kohdentaa	8699	522	0.000887	verb
lomake	8700	522	0.000887	noun
mikä hyvänsä	8701	522	0.000887	pronoun
näkökohta	8702	522	0.000887	noun
nälkäinen	8703	522	0.000887	adjective
paarma	8704	522	0.000887	proper noun
propaganda	8705	522	0.000887	noun
ray	8706	522	0.000887	proper noun
sananvapaus	8707	522	0.000887	noun
tamperelainen	8708	522	0.000887	noun
toimenkuva	8709	522	0.000887	noun
tshernomyrdinin	8710	522	0.000887	proper noun
turismi	8711	522	0.000887	noun
vahtia	8712	522	0.000887	verb
vakuuttavasti	8713	522	0.000887	adverb
vääryys	8714	522	0.000887	noun
eläkevakuutus	8715	521	0.000885	noun
kanttori	8716	521	0.000885	noun
keskeytyä	8717	521	0.000885	verb
lennart	8718	521	0.000885	proper noun
levittäytyä	8719	521	0.000885	verb
luonnonsuojelualue	8720	521	0.000885	noun
mielelläni	8721	521	0.000885	adverb
päivänvalo	8722	521	0.000885	noun
sadasosa	8723	521	0.000885	noun
säde	8724	521	0.000885	noun
viheltää	8725	521	0.000885	verb
harras	8726	520	0.000883	adjective
hinnoitella	8727	520	0.000883	verb
ikivanha	8728	520	0.000883	adjective
kokonaiskilpailu	8729	520	0.000883	noun
kolmio	8730	520	0.000883	noun
